player_id,name,firstname,lastname,birthdate,birthplace,birthcountry,nationality,height,weight,photo
18955,D. Ings,Daniel William John,Ings,1992-07-23,Winchester,England,England,178 cm,73 kg,https://media.api-sports.io/football/players/18955.png
18959,Robert Sánchez,Robert,Lynch Sánchez,1997-11-18,Cartagena,Spain,Spain,197 cm,90 kg,https://media.api-sports.io/football/players/18959.png
18960,J. Steele,Jason Sean,Steele,1990-08-18,Newton Aycliffe,England,England,188 cm,79 kg,https://media.api-sports.io/football/players/18960.png
18961,D. Burn,Daniel Johnson,Burn,1992-05-09,Blyth,England,England,198 cm,87 kg,https://media.api-sports.io/football/players/18961.png
18962,S. Duffy,Shane Patrick Michael,Duffy,1992-01-01,Derry,Northern Ireland,Republic of Ireland,193 cm,76 kg,https://media.api-sports.io/football/players/18962.png
18963,L. Dunk,Lewis Carl,Dunk,1991-11-21,Brighton,England,England,192 cm,88 kg,https://media.api-sports.io/football/players/18963.png
18967,L. Østigård,Leo,Skiri Østigård,1999-11-28,Molde,Norway,Norway,182 cm,81 kg,https://media.api-sports.io/football/players/18967.png
18968,Y. Bissouma,Yves,Bissouma,1996-08-30,Issia,Côte d'Ivoire,Mali,182 cm,80 kg,https://media.api-sports.io/football/players/18968.png
18973,S. March,Solomon Benjamin,March,1994-07-20,Eastbourne,England,England,180 cm,88 kg,https://media.api-sports.io/football/players/18973.png
18979,V. Gyökeres,Viktor Einar,Gyökeres,1998-06-04,Stockholm,Sweden,Sweden,187 cm,90 kg,https://media.api-sports.io/football/players/18979.png
18993,C. Paterson,Callum Thomas Owen,Paterson,1994-10-13,London,England,Scotland,183 cm,76 kg,https://media.api-sports.io/football/players/18993.png
19004,B. De Cordova-Reid,Bobby Armani,De Cordova-Reid,1993-02-02,Bristol,England,Jamaica,170 cm,68 kg,https://media.api-sports.io/football/players/19004.png
19012,M. Bettinelli,Marcus,Bettinelli,1992-05-24,Camberwell,England,England,193 cm,82 kg,https://media.api-sports.io/football/players/19012.png
19016,C. Chambers,Calum,Chambers,1995-01-20,Petersfield,England,England,182 cm,66 kg,https://media.api-sports.io/football/players/19016.png
19025,T. Cairney,Thomas,Cairney,1991-01-20,Nottingham,England,Scotland,185 cm,84 kg,https://media.api-sports.io/football/players/19025.png
19030,M. O'Riley,Matthew Sean,O'Riley,2000-11-21,Hounslow,England,Denmark,187 cm,77 kg,https://media.api-sports.io/football/players/19030.png
19032,R. Sessegnon,Kouassi Ryan,Sessegnon,2000-05-18,London,England,England,178 cm,70 kg,https://media.api-sports.io/football/players/19032.png
19035,H. Elliott,Harvey Daniel James,Elliott,2003-04-04,Chertsey,England,England,170 cm,64 kg,https://media.api-sports.io/football/players/19035.png
19038,B. Hamer,Benjamin John,Hamer,1987-11-20,Taunton,England,England,192 cm,91 kg,https://media.api-sports.io/football/players/19038.png
19066,G. Hanley,Grant,Campbell Hanley,1991-11-20,Dumfries,Scotland,Scotland,188 cm,76 kg,https://media.api-sports.io/football/players/19066.png
19070,M. Aarons,Maximillian James,Aarons,2000-01-04,,England,England,178 cm,69 kg,https://media.api-sports.io/football/players/19070.png
19071,E. Buendía,Emiliano,Buendía Stati,1996-12-25,Mar del Plata,Argentina,Argentina,172 cm,72 kg,https://media.api-sports.io/football/players/19071.png
19074,O. Hernández,Onel Lázaro,Hernández Mayea,1993-02-01,"Morón, Ciego de Ávila",Cuba,Cuba,172 cm,76 kg,https://media.api-sports.io/football/players/19074.png
19077,K. McLean,Kenneth,McLean,1992-01-08,Rutherglen,Scotland,Scotland,183 cm,70 kg,https://media.api-sports.io/football/players/19077.png
19088,D. Henderson,Dean Bradley,Henderson,1997-03-12,Whitehaven,England,England,188 cm,85 kg,https://media.api-sports.io/football/players/19088.png
19090,G. Baldock,George Henry Ivor,Baldock,1993-03-09,Buckingham,England,Greece,178 cm,71 kg,https://media.api-sports.io/football/players/19090.png
19100,K. Dowell,Kieran,O'Neill Dowell,1997-10-10,Ormskirk,England,England,183 cm,70 kg,https://media.api-sports.io/football/players/19100.png
19102,J. Fleck,John Alexander,Fleck,1991-08-24,Glasgow,Scotland,Scotland,170 cm,72 kg,https://media.api-sports.io/football/players/19102.png
19103,M. Johnson,Marvin Nicholas,Johnson,1990-12-01,Birmingham,England,England,178 cm,74 kg,https://media.api-sports.io/football/players/19103.png
19105,O. Norwood,Oliver James,Norwood,1991-04-12,Burnley,England,Northern Ireland,180 cm,75 kg,https://media.api-sports.io/football/players/19105.png
19109,B. Sharp,Billy Louis,Sharp,1986-02-05,Sheffield,England,England,175 cm,70 kg,https://media.api-sports.io/football/players/19109.png
19115,B. Peacock-Farrell,Bailey,Peacock-Farrell,1996-10-29,Darlington,England,Northern Ireland,193 cm,73 kg,https://media.api-sports.io/football/players/19115.png
19119,L. Davis,Leif,Davis,1999-12-31,Newcastle,England,England,182 cm,70 kg,https://media.api-sports.io/football/players/19119.png
19128,J. Harrison,Jack David,Harrison,1996-11-20,Stoke-on-Trent,England,England,175 cm,70 kg,https://media.api-sports.io/football/players/19128.png
19130,K. Phillips,Kalvin Mark,Phillips,1995-12-02,Leeds,England,England,178 cm,72 kg,https://media.api-sports.io/football/players/19130.png
19136,J. Clarke,Jack Raymond,Clarke,2000-11-23,York,England,England,181 cm,74 kg,https://media.api-sports.io/football/players/19136.png
19139,T. Roberts,Tyler,D'Whyte Roberts,1999-01-12,Gloucester,England,Wales,180 cm,75 kg,https://media.api-sports.io/football/players/19139.png
19142,J. Bond,Jonathan Henry,Bond,1993-05-19,Hemel Hempstead,England,England,196 cm,85 kg,https://media.api-sports.io/football/players/19142.png
19143,S. Johnstone,Samuel Luke,Johnstone,1993-03-25,Preston,England,England,193 cm,85 kg,https://media.api-sports.io/football/players/19143.png
19145,T. Adarabioyo,Abdul-Nasir Oluwatosin,Oluwadoyinsolami Adarabioyo,1997-09-24,Manchester,England,England,196 cm,80 kg,https://media.api-sports.io/football/players/19145.png
19147,C. Dawson,Craig,Dawson,1990-05-06,Rochdale,England,England,188 cm,82 kg,https://media.api-sports.io/football/players/19147.png
19150,M. Holgate,Mason Anthony,Holgate,1996-10-22,Doncaster,England,England,184 cm,63 kg,https://media.api-sports.io/football/players/19150.png
19152,C. Townsend,Conor Stephen,Townsend,1993-03-04,Hull,England,England,183 cm,62 kg,https://media.api-sports.io/football/players/19152.png
19156,S. Field,Samuel Edward,Field,1998-05-08,Stourbridge,England,England,191 cm,90 kg,https://media.api-sports.io/football/players/19156.png
19163,J. Murphy,Jacob Kai,Murphy,1995-02-24,London,England,England,179 cm,74 kg,https://media.api-sports.io/football/players/19163.png
19169,J. Rodríguez,Jay Enrique,Rodríguez,1989-07-29,Burnley,England,England,185 cm,84 kg,https://media.api-sports.io/football/players/19169.png
19170,M. Rogers,Morgan Elliot,Rogers,2002-07-26,Halesowen,England,England,187 cm,80 kg,https://media.api-sports.io/football/players/19170.png
19179,T. Mings,Tyrone Deon,Mings,1993-03-13,Bath,England,England,196 cm,77 kg,https://media.api-sports.io/football/players/19179.png
19182,A. Tuanzebe,Axel,Tuanzebe,1997-11-14,Bunia,Congo DR,England,186 cm,75 kg,https://media.api-sports.io/football/players/19182.png
19183,A. Adomah,Albert Danquah,Adomah,1987-12-13,London,England,Ghana,185 cm,73 kg,https://media.api-sports.io/football/players/19183.png
19187,J. Grealish,Jack Peter,Grealish,1995-09-10,Birmingham,England,England,180 cm,77 kg,https://media.api-sports.io/football/players/19187.png
19191,J.  McGinn,John,McGinn,1994-10-18,Glasgow,Scotland,Scotland,178 cm,68 kg,https://media.api-sports.io/football/players/19191.png
19192,J. Ramsey,Jacob Matthew,Ramsey,2001-05-28,,England,England,180 cm,75 kg,https://media.api-sports.io/football/players/19192.png
19194,T. Abraham,Tammy,Bakumo-Abraham,1997-10-02,London,England,England,190 cm,80 kg,https://media.api-sports.io/football/players/19194.png
19197,S. Carson,Scott Paul,Carson,1985-09-03,Whitehaven,England,England,188 cm,85 kg,https://media.api-sports.io/football/players/19197.png
19201,J. Bogle,Jayden Ian,Bogle,2000-07-27,,England,England,178 cm,69 kg,https://media.api-sports.io/football/players/19201.png
19209,F. Tomori,Oluwafikayomi Oluwadamilola,Tomori,1997-12-19,Calgary,Canada,England,185 cm,75 kg,https://media.api-sports.io/football/players/19209.png
19211,M. Bird,Max Andrew,Bird,2000-09-18,,England,England,183 cm,68 kg,https://media.api-sports.io/football/players/19211.png
19214,D. Holmes,Duane,Holmes,1994-11-06,Columbus,USA,USA,168 cm,65 kg,https://media.api-sports.io/football/players/19214.png
19220,M. Mount,Mason Tony,Mount,1999-01-10,Portsmouth,England,England,181 cm,76 kg,https://media.api-sports.io/football/players/19220.png
19221,H. Wilson,Harry,Wilson,1997-03-22,Wrexham,Wales,Wales,173 cm,63 kg,https://media.api-sports.io/football/players/19221.png
19235,D. Spence,Diop Tehuti,Djed-Hotep Spence,2000-08-09,London,England,England,185 cm,71 kg,https://media.api-sports.io/football/players/19235.png
19245,M. Tavernier,Marcus Joseph,Tavernier,1999-03-22,Leeds,England,England,178 cm,70 kg,https://media.api-sports.io/football/players/19245.png
19248,N. Wood-Gordon,Nathan Dean Joshua,Wood-Gordon,2002-05-31,Middlesbrough,England,England,188 cm,75 kg,https://media.api-sports.io/football/players/19248.png
19250,B. Brahimi,Billal,Brahimi,2000-03-14,Paris,France,Algeria,183 cm,75 kg,https://media.api-sports.io/football/players/19250.png
19255,F. Fielding,Francis David,Fielding,1988-04-04,Blackburn,England,England,185 cm,76 kg,https://media.api-sports.io/football/players/19255.png
19258,M. O’Leary,Max Edward,O’Leary,1996-10-10,Bath,England,Republic of Ireland,185 cm,78 kg,https://media.api-sports.io/football/players/19258.png
19260,J. Dasilva,Jay Rhys,Dasilva,1998-04-22,Luton,England,England,170 cm,64 kg,https://media.api-sports.io/football/players/19260.png
19263,L. Kelly,Lloyd Casius,Kelly,1998-10-06,Bristol,England,England,178 cm,70 kg,https://media.api-sports.io/football/players/19263.png
19265,A. Webster,Adam Harry,Webster,1995-01-04,West Wittering,England,England,191 cm,75 kg,https://media.api-sports.io/football/players/19265.png
19268,J. Brownhill,Joshua,Brownhill,1995-12-19,Warrington,England,England,180 cm,69 kg,https://media.api-sports.io/football/players/19268.png
19274,K. Palmer,Kasey Remel,Palmer,1996-11-09,London,Jamaica,Jamaica,175 cm,70 kg,https://media.api-sports.io/football/players/19274.png
19281,A. Semenyo,Antoine Serlom,Semenyo,2000-01-07,London,England,Ghana,185 cm,79 kg,https://media.api-sports.io/football/players/19281.png
19294,J. Robinson,Jack,Robinson,1993-09-01,Warrington,England,England,180 cm,67 kg,https://media.api-sports.io/football/players/19294.png
19298,M. Cash,Matthew Stuart,Cash,1997-08-07,Slough,England,Poland,185 cm,79 kg,https://media.api-sports.io/football/players/19298.png
19302,B. Osborn,Benjamin Jarrod,Osborn,1994-08-05,Derby,England,England,176 cm,75 kg,https://media.api-sports.io/football/players/19302.png
19305,R. Yates,Ryan James,Yates,1997-11-21,Nottingham,England,England,190 cm,87 kg,https://media.api-sports.io/football/players/19305.png
19312,S. Benda,Steven-Andreas,Benda,1998-10-01,Stuttgart,Germany,Germany,192 cm,83 kg,https://media.api-sports.io/football/players/19312.png
19315,B. Cooper,Brandon James,Cooper,2000-01-14,Bridgend,Wales,Wales,185 cm,74 kg,https://media.api-sports.io/football/players/19315.png
19331,C. Roberts,Connor Richard John,Roberts,1995-09-23,Neath,Wales,Wales,175 cm,72 kg,https://media.api-sports.io/football/players/19331.png
19337,O. McBurnie,Oliver Robert,McBurnie,1996-06-04,Leeds,England,Scotland,188 cm,79 kg,https://media.api-sports.io/football/players/19337.png
19341,D. Bentley,Daniel Ian,Bentley,1993-07-13,Basildon,England,England,188 cm,73 kg,https://media.api-sports.io/football/players/19341.png
19354,E. Konsa,Ezri,Konsa Ngoyo,1997-10-23,London,England,England,183 cm,73 kg,https://media.api-sports.io/football/players/19354.png
19361,S. Benrahma,Mohamed Saïd,Benrahma,1995-08-10,Aïn Témouchent,Algeria,Algeria,172 cm,67 kg,https://media.api-sports.io/football/players/19361.png
19364,N. Maupay,Neal,Maupay,1996-08-14,Versailles,France,France,173 cm,69 kg,https://media.api-sports.io/football/players/19364.png
19365,C. Ogbene,Chiedozie,Ogbene,1997-05-01,Lagos,Nigeria,Republic of Ireland,181 cm,78 kg,https://media.api-sports.io/football/players/19365.png
19366,O. Watkins,Oliver George Arthur,Watkins,1995-12-30,Torbay,England,England,180 cm,75 kg,https://media.api-sports.io/football/players/19366.png
19375,D. Iorfa,Dominic,Iorfa,1995-06-24,Southend,England,England,193 cm,78 kg,https://media.api-sports.io/football/players/19375.png
19394,L. Palmer,Liam Jordan,Palmer,1991-09-19,Worksop,England,Scotland,188 cm,81 kg,https://media.api-sports.io/football/players/19394.png
19406,G. Long,George Martin,Long,1993-11-05,Sheffield,England,England,193 cm,91 kg,https://media.api-sports.io/football/players/19406.png
19428,J. Bowen,Jarrod,Bowen,1996-12-20,Leominster,England,England,175 cm,70 kg,https://media.api-sports.io/football/players/19428.png
19437,B. Davies,Benjamin Keith,Davies,1995-08-11,Barrow,England,England,185 cm,74 kg,https://media.api-sports.io/football/players/19437.png
19442,J. Storey,Jordan Ben,Storey,1997-09-02,South Petherton,England,England,188 cm,75 kg,https://media.api-sports.io/football/players/19442.png
19447,J. Earl,Josh,Earl,1998-10-24,Southport,England,England,195 cm,92 kg,https://media.api-sports.io/football/players/19447.png
19452,R. Ledson,Ryan Graham,Ledson,1997-08-19,Liverpool,England,England,175 cm,69 kg,https://media.api-sports.io/football/players/19452.png
19455,B. Potts,Bradley,Potts,1994-07-03,Hexham,England,England,188 cm,81 kg,https://media.api-sports.io/football/players/19455.png
19457,G. Burke,Graham Dylan,Burke,1993-09-21,Dublin,Republic of Ireland,Republic of Ireland,180 cm,75 kg,https://media.api-sports.io/football/players/19457.png
19465,David Raya,David,Raya Martin,1995-09-15,Barcelona,Spain,Spain,183 cm,80 kg,https://media.api-sports.io/football/players/19465.png
19480,H. Reed,Harrison James,Reed,1995-01-27,Worthing,England,England,181 cm,72 kg,https://media.api-sports.io/football/players/19480.png
19484,A. Armstrong,Adam James,Armstrong,1997-02-10,West Denton,England,England,172 cm,69 kg,https://media.api-sports.io/football/players/19484.png
19485,B. Brereton,Benjamin Anthony,Brereton Díaz,1999-04-18,Stoke-on-Trent,England,Chile,185 cm,80 kg,https://media.api-sports.io/football/players/19485.png
19495,N. Collins,Nathan Michael,Collins,2001-04-30,Leixlip,Republic of Ireland,Republic of Ireland,193 cm,83 kg,https://media.api-sports.io/football/players/19495.png
19505,T. Ince,Thomas Christopher,Ince,1992-01-30,Stockport,England,England,178 cm,66 kg,https://media.api-sports.io/football/players/19505.png
19517,J. Dacres-Cogley,Joshua Jacob,Dacres-Cogley,1996-03-12,Coventry,England,England,174 cm,68 kg,https://media.api-sports.io/football/players/19517.png
19523,M. Roberts,Marc,Roberts,1990-07-26,Wakefield,England,England,193 cm,81 kg,https://media.api-sports.io/football/players/19523.png
19529,C. Lakin,Charlie,Lakin,1999-05-08,Solihull,England,England,183 cm,76 kg,https://media.api-sports.io/football/players/19529.png
19534,L. Jutkiewicz,Lukas Isaac Paul,Jutkiewicz,1989-03-28,Southampton,England,England,185 cm,76 kg,https://media.api-sports.io/football/players/19534.png
19535,B. Lubala,Beryly Logos,Lubala,1998-01-08,,Congo DR,Congo DR,179 cm,76 kg,https://media.api-sports.io/football/players/19535.png
19541,C. Walton,Christian Timothy,Walton,1995-11-09,Truro,England,England,195 cm,75 kg,https://media.api-sports.io/football/players/19541.png
19545,R. James,Reece Lewis,James,1999-12-08,London,England,England,182 cm,82 kg,https://media.api-sports.io/football/players/19545.png
19546,C. Kipré,Cédric,Kipré,1996-12-09,Paris,France,Côte d'Ivoire,193 cm,90 kg,https://media.api-sports.io/football/players/19546.png
19549,A. Robinson,Antonee,Robinson,1997-08-08,Milton Keynes,England,USA,183 cm,70 kg,https://media.api-sports.io/football/players/19549.png
19557,C. Merrie,Christopher Francis,Merrie,1998-11-02,Liverpool,England,England,181 cm,72 kg,https://media.api-sports.io/football/players/19557.png
19558,Sam Morsy,Samy Sayed,Morsy,1991-09-10,Wolverhampton,England,Egypt,175 cm,70 kg,https://media.api-sports.io/football/players/19558.png
19559,K. Naismith,Kallum Lachlan Alexander,Naismith,1992-02-18,Glasgow,Scotland,Scotland,185 cm,78 kg,https://media.api-sports.io/football/players/19559.png
19565,J. Weir,Jensen Guy,Weir,2002-01-31,Warrington,England,England,186 cm,74 kg,https://media.api-sports.io/football/players/19565.png
19566,J. Windass,Joshua Dean,Windass,1994-01-09,Kingston upon Hull,England,England,175 cm,68 kg,https://media.api-sports.io/football/players/19566.png
19573,J. Lumley,Joseph Patrick,Lumley,1995-02-15,Harlow,England,England,191 cm,73 kg,https://media.api-sports.io/football/players/19573.png
19574,J. Bidwell,Jake Brian,Bidwell,1993-03-21,Southport,England,England,183 cm,70 kg,https://media.api-sports.io/football/players/19574.png
19586,E. Eze,Eberechi Oluchi,Eze,1998-06-29,London,England,England,178 cm,73 kg,https://media.api-sports.io/football/players/19586.png
19587,R. Manning,Ryan Phelim,Manning,1996-06-14,Galway,Republic of Ireland,Republic of Ireland,173 cm,66 kg,https://media.api-sports.io/football/players/19587.png
19588,B. Osayi-Samuel,Bright,Osayi-Samuel,1997-12-31,Okija,Nigeria,Nigeria,175 cm,72 kg,https://media.api-sports.io/football/players/19588.png
19589,J. Scowen,Joshua Charles,Scowen,1993-03-28,Enfield,England,England,178 cm,74 kg,https://media.api-sports.io/football/players/19589.png
19597,N. Wells,Nahki Michael,Wells,1990-06-01,Hamilton,Bermuda,Bermuda,170 cm,69 kg,https://media.api-sports.io/football/players/19597.png
19599,E. Martínez,Damián Emiliano,Martínez Romero,1992-09-02,Mar del Plata,Argentina,Argentina,195 cm,88 kg,https://media.api-sports.io/football/players/19599.png
19617,M. Olise,Michael Akpovie,Olise,2001-12-12,London,England,France,184 cm,76 kg,https://media.api-sports.io/football/players/19617.png
